is_near_metro,seller_type_encoded,flat,total_flat,room_count,area_converted,category_encoded,documents_encoded,is_repair_encoded,price
0,0,5,5,3,80.0,1,1,1,154000
1,0,2,5,2,50.0,1,1,0,130000
1,0,2,9,1,41.0,1,1,1,89000
1,1,3,5,3,60.0,1,1,1,130000
1,0,5,5,3,75.0,1,1,1,93000
0,0,2,5,2,48.0,1,1,1,127000
0,0,7,7,3,70.0,1,1,1,280000
1,0,3,3,2,70.0,1,1,1,185000
0,0,5,5,1,40.0,1,1,1,61800
0,1,2,5,2,42.0,1,0,1,75000
0,0,2,9,3,80.0,1,1,1,180000
1,0,5,9,3,77.0,1,1,1,179000
1,0,3,4,3,70.0,1,1,1,190000
0,0,2,2,1,47.0,1,1,1,185000
1,1,5,5,4,89.0,1,1,1,165000
1,1,2,5,2,40.0,1,1,1,97000
1,0,4,4,2,55.0,1,1,1,135000
1,0,9,9,2,56.0,1,1,0,115000
0,0,5,9,2,65.0,1,1,1,109501
1,0,3,9,2,65.0,1,1,1,98000
0,0,3,9,3,80.0,1,1,1,173000
1,0,4,5,3,80.0,1,1,1,210000
1,0,4,5,2,70.0,1,1,1,122000
0,0,8,10,3,95.0,1,1,1,199000
1,0,2,9,3,55.0,1,1,1,136000
1,0,8,9,2,52.0,1,1,1,110000
1,0,1,1,3,102.0,1,1,1,230000
1,0,3,5,1,35.0,1,1,1,77000
0,0,2,5,2,69.0,1,1,1,165000
0,1,5,9,3,85.0,1,1,1,132000
1,0,8,9,3,65.0,1,1,1,139000
0,0,9,9,2,50.0,1,1,1,87000
1,1,8,9,3,70.0,1,1,1,169000
0,0,2,5,2,60.0,1,1,1,75000
1,0,8,9,3,90.0,1,1,1,164000
0,0,6,9,2,65.0,1,1,0,126800
1,0,2,5,2,40.0,1,1,1,86000
0,0,2,2,3,100.0,1,1,1,194000
1,0,3,5,2,50.0,1,1,1,113000
0,0,5,9,2,65.0,1,1,1,210000
0,1,9,9,4,95.0,1,1,1,190000
1,1,6,9,3,100.8,1,1,1,178000
0,0,1,9,2,60.0,1,1,1,98500
0,0,2,4,3,61.0,1,1,1,165000
1,1,1,5,2,50.0,1,1,0,96000
0,0,1,9,1,45.0,1,1,1,75900
0,0,5,9,3,70.0,1,1,1,132000
0,0,4,4,3,62.0,1,1,1,170000
0,1,2,5,2,75.0,1,1,1,150000
1,0,5,5,2,45.0,1,1,1,135000
0,0,2,9,2,57.0,1,1,1,80000
0,0,2,2,4,70.0,1,1,1,105000
0,0,4,4,4,95.0,1,1,1,215000
1,0,5,5,3,56.0,1,1,1,125000
1,0,8,9,2,65.0,1,1,1,124500
1,0,9,9,2,65.0,1,1,1,85000
1,1,4,9,2,60.0,1,1,1,107000
0,0,3,5,2,42.5,1,1,1,185000
1,1,4,9,3,85.0,1,1,1,175000
0,1,1,4,2,61.0,1,1,1,170000
0,0,4,4,2,45.0,1,1,1,132000
0,1,7,9,3,70.0,1,1,1,160000
0,0,7,16,4,123.0,1,1,1,248000
0,1,5,5,1,30.1,1,1,1,95000
0,0,1,3,1,24.0,1,0,1,55000
1,0,1,5,2,46.0,1,1,1,100000
0,0,1,6,2,37.0,1,1,1,90000
1,0,9,9,2,65.0,1,1,0,84000
1,0,7,9,4,110.0,1,1,1,203000
1,0,9,9,2,55.0,1,1,1,94000
1,0,2,5,3,75.0,1,1,1,136000
1,1,2,2,5,100.0,1,1,1,158000
1,0,5,5,2,50.0,1,1,1,115000
1,0,3,3,3,52.0,1,1,1,125000
0,1,2,2,2,42.0,1,1,1,58000
0,0,9,9,1,40.0,1,1,1,61000
0,0,2,9,3,70.0,1,1,1,160000
1,0,2,9,2,68.0,1,1,1,139000
1,0,5,9,2,70.0,1,1,1,124000
0,0,6,9,2,65.0,1,1,1,120000
1,0,4,5,3,70.0,1,1,1,142000
0,0,1,9,2,53.0,1,1,1,107900
0,1,2,9,2,49.0,1,1,0,120000
0,0,3,9,3,80.0,1,1,1,152000
0,0,2,9,3,75.0,1,1,1,160000
0,0,2,5,2,55.0,1,1,1,163000
1,0,2,5,3,66.0,1,1,1,125000
1,0,3,5,2,51.0,1,1,1,90000
0,0,3,4,3,70.0,1,1,1,230000
0,0,5,9,4,100.0,1,1,1,163000
0,0,7,9,3,60.0,1,1,1,125000
0,0,2,9,3,80.0,1,1,1,157000
0,0,6,9,3,65.0,1,1,1,135000
1,0,6,9,2,60.0,1,1,1,135500
1,0,4,5,1,40.0,1,1,1,115000
1,1,4,5,1,30.0,1,1,0,89000
1,0,2,9,2,42.0,1,1,1,84000
0,0,5,5,2,55.0,1,1,1,72000
0,0,1,6,2,47.0,1,1,0,87500
0,0,5,5,2,55.0,1,1,1,96000
0,0,4,4,1,30.0,1,1,1,80000
0,0,2,3,2,78.0,1,1,1,165000
0,0,3,3,3,80.0,1,1,1,137000
1,0,8,9,2,52.0,1,1,1,125000
1,0,3,5,2,60.0,1,1,1,149000
1,0,5,9,4,110.0,1,1,1,185000
0,0,2,5,3,60.0,1,1,1,124500
0,0,4,9,3,65.0,1,1,1,154000
1,0,7,9,4,100.0,1,1,1,230000
1,0,7,9,5,125.0,1,0,1,174000
1,1,1,5,3,76.0,1,1,1,129000
0,0,7,9,2,60.0,1,1,1,98000
0,0,2,2,2,41.0,1,1,1,88000
0,0,4,5,2,55.0,1,1,1,75000
0,0,5,5,3,72.0,1,1,1,175000
0,0,5,5,3,80.0,1,1,1,135000
1,0,5,15,5,120.0,1,1,1,160000
0,0,4,5,1,34.0,1,1,1,92000
0,0,3,5,2,55.0,1,1,1,150000
1,0,2,5,2,39.0,1,1,1,85500
0,0,4,9,3,65.0,1,1,1,117000
0,0,2,4,3,80.0,1,1,1,208000
0,0,4,9,2,60.0,1,1,1,91000
1,1,2,2,3,70.0,1,0,1,79000
0,0,5,5,3,80.0,1,1,1,136000
0,0,3,5,2,60.0,1,1,1,108000
0,0,2,2,2,79.0,1,1,1,155000
0,0,5,5,1,35.0,1,1,1,89000
0,0,9,9,3,57.0,1,1,1,110000
1,0,8,9,2,60.0,1,1,1,134000
0,0,2,9,3,96.0,1,1,1,186000
0,0,3,9,4,90.0,1,1,1,165000
1,0,6,9,3,80.0,1,1,1,190000
0,1,7,16,4,123.0,1,1,1,250000
0,0,3,5,5,120.0,1,1,1,223000
0,0,9,10,3,85.0,1,1,1,187000
0,0,5,5,2,55.0,1,1,1,89900
0,0,5,5,2,55.0,1,1,1,125000
0,0,5,5,3,75.0,1,1,1,154000
0,0,1,5,4,104.0,1,1,1,135000
0,0,5,5,2,57.0,1,1,1,86000
0,0,1,5,4,105.0,1,1,1,135000
1,0,3,5,3,65.0,1,1,1,92000
0,0,5,5,3,140.0,1,1,1,269000
0,0,1,9,1,40.0,1,1,1,76000
0,0,9,9,2,53.0,1,1,0,98000
1,0,9,9,2,70.0,1,1,1,125999
0,0,1,3,2,30.0,1,1,1,61000
0,0,7,9,2,50.0,1,1,1,85000
0,0,4,5,3,65.0,1,1,1,132500
1,0,6,9,2,61.0,1,1,1,180000
1,0,5,5,4,95.0,1,1,1,140000
1,0,7,9,3,70.0,1,1,1,136000
0,0,9,9,2,60.0,1,1,1,112000
0,0,2,5,2,55.0,1,1,1,113000
0,0,8,9,3,80.0,1,1,1,129000
0,0,3,10,3,85.0,1,1,1,168500
0,0,9,9,3,89.0,1,1,1,173000
1,0,5,5,2,60.0,1,1,1,360000
1,0,5,5,3,60.0,1,1,1,138000
0,0,5,5,2,48.0,1,1,0,70000
1,0,2,2,1,25.0,1,1,1,76000
0,0,9,9,3,80.0,1,1,1,124500
1,0,6,9,2,70.0,1,1,1,124999
0,0,3,9,2,45.0,1,1,1,77000
0,0,4,5,2,45.0,1,0,1,62000
0,0,2,9,2,40.0,1,1,1,82000
0,0,6,9,2,68.0,1,1,1,120000
0,0,2,5,3,72.0,1,1,1,130000
1,0,3,5,1,35.0,1,1,1,99000
0,1,3,5,5,71.0,1,1,1,230000
1,0,4,5,1,39.0,1,1,1,99000
1,0,1,9,3,65.0,1,1,1,117000
0,0,4,9,3,60.0,1,1,1,105000
0,0,8,9,3,75.0,1,1,1,140000
1,0,6,9,3,75.0,1,1,1,148000
1,0,4,5,3,65.0,1,1,1,242500
1,0,5,9,4,100.0,1,1,1,133000
1,0,3,9,2,57.0,1,1,1,120000
1,0,4,4,3,90.0,1,1,1,230000
1,0,4,5,1,33.0,1,1,1,93000
0,0,8,9,2,60.0,1,1,1,100000
1,0,4,9,2,45.0,1,1,1,110000
1,0,1,9,2,60.0,1,1,1,95000
0,1,1,5,3,75.0,1,1,0,205000
0,0,1,5,3,65.0,1,1,1,85000
0,0,8,9,1,45.0,1,1,1,77000
1,0,3,3,3,115.0,1,1,1,349000
1,0,5,5,4,80.0,1,1,1,200000
1,0,2,5,2,50.0,1,1,1,180000
1,0,3,3,4,120.0,1,1,1,250000
0,0,4,9,3,75.0,1,1,1,116900
0,0,8,9,3,70.0,1,1,1,130000
0,0,3,9,4,110.0,1,1,1,184800
1,0,1,5,3,70.0,1,1,1,165000
1,1,2,5,2,54.0,1,1,1,117000
0,0,3,5,3,75.0,1,1,1,150000
1,1,3,5,3,80.0,1,1,1,144000
1,0,9,9,2,57.0,1,1,1,110000
0,0,4,5,2,56.0,1,1,1,118000
1,0,5,5,2,41.0,1,1,1,72000
0,0,1,2,2,38.0,1,1,1,97000
1,0,6,9,2,63.0,1,1,1,180000
0,0,1,4,2,67.0,1,1,1,174999
0,0,1,5,1,29.0,1,1,0,79000
1,0,9,17,2,60.0,1,1,1,120000
1,0,3,9,2,65.0,1,1,1,138000
1,0,6,9,3,75.0,1,1,1,172000
1,0,3,9,2,60.0,1,1,0,110000
1,1,7,9,2,60.0,1,1,1,130000
0,1,1,9,1,37.0,1,0,0,78000
1,0,1,5,3,80.0,1,1,1,126000
1,1,4,5,1,33.0,1,1,1,91000
1,0,9,10,3,85.0,1,1,1,245000
1,1,2,5,2,48.0,1,1,1,127000
0,0,8,9,2,60.0,1,1,1,107000
1,0,3,4,2,70.0,1,1,1,142000
0,1,1,4,4,90.0,1,1,0,400000
0,0,4,4,4,112.0,1,1,1,340000
0,0,3,4,2,70.0,1,1,1,142000
0,0,7,8,3,110.0,1,1,1,245000
1,0,2,5,2,60.0,1,1,1,130000
1,0,4,4,4,150.0,1,1,1,270000
0,0,2,2,3,65.0,1,1,1,55000
1,0,3,5,1,35.0,1,1,1,110000
1,0,5,5,2,54.0,1,1,1,120000
1,0,5,5,2,50.0,1,1,1,120000
0,0,3,5,2,55.0,1,1,1,119800
0,0,7,9,4,100.0,1,1,1,135000
0,0,1,5,2,50.0,1,1,1,155000
1,0,1,5,3,67.0,1,1,1,175000
0,0,10,10,3,90.0,1,1,0,245000
0,0,2,9,4,113.0,1,1,1,210000
0,0,4,9,3,60.0,1,1,1,117000
0,0,9,9,3,75.0,1,1,0,125000
1,0,6,9,2,65.0,1,1,1,127000
1,0,6,9,3,90.0,1,1,1,225000
1,0,3,9,2,33.0,1,1,1,77000
0,0,2,5,3,85.0,1,1,1,146000
1,0,2,10,3,110.0,1,1,1,245000
1,0,4,4,2,70.0,1,1,1,137000
1,0,2,5,2,52.0,1,0,1,111000
1,0,9,9,3,87.0,1,1,1,125000
1,0,4,4,1,38.0,1,1,1,98000
0,0,4,5,4,90.0,1,1,1,133000
0,0,2,5,4,80.0,1,0,1,135000
0,0,2,3,1,15.0,1,1,1,35500
0,0,4,9,4,110.0,1,1,1,200000
0,0,2,9,2,40.0,1,1,1,82500
0,0,9,9,3,75.0,1,1,0,97000
1,0,4,4,3,70.0,1,1,1,170000
1,0,5,9,2,70.0,1,1,1,123000
1,0,2,2,3,122.0,1,1,1,570000
0,0,3,4,2,70.0,1,1,1,140000
0,0,3,3,4,118.0,1,1,1,250000
0,0,6,9,4,110.0,1,1,0,133000
0,0,1,5,3,67.0,1,1,1,175000
1,0,3,9,2,42.0,1,1,1,73000
1,0,3,9,2,42.0,1,1,1,77000
0,0,3,5,2,65.0,1,1,1,165000
0,1,6,9,2,63.0,1,1,0,96000
0,0,3,9,4,120.0,1,1,1,187000
0,1,3,9,4,85.0,1,1,1,179000
0,0,2,9,2,65.0,1,1,0,135000
1,0,4,9,3,65.0,1,1,1,118000
1,0,7,9,2,65.0,1,1,1,110000
0,0,7,9,4,90.0,1,1,1,135000
1,0,2,5,2,55.0,1,1,1,107000
0,0,3,9,2,65.0,1,1,1,99999
0,0,3,5,3,80.0,1,1,1,110000
0,0,2,2,4,90.0,1,1,1,300000
0,0,3,5,3,65.0,1,1,1,125000
0,0,1,2,3,70.0,1,1,0,130000
0,0,1,9,2,60.0,1,1,1,135000
0,1,2,2,4,96.0,1,1,1,110000
0,0,1,4,2,65.0,1,1,1,170000
0,0,1,9,3,80.0,1,1,1,138000
0,1,5,5,2,51.0,1,1,0,68000
0,1,2,9,2,64.0,1,1,1,122000
1,0,3,5,2,45.0,1,1,1,125000
1,0,3,5,3,64.0,1,1,1,160000
0,0,3,5,1,36.0,1,1,1,91500
0,0,4,5,2,50.0,1,1,1,118000
0,0,9,9,1,36.0,1,1,0,65000
1,0,6,9,3,90.0,1,1,1,190000
0,0,2,9,3,80.0,1,1,1,134000
0,0,8,9,4,100.0,1,1,1,152000
0,0,2,5,2,50.0,1,1,1,108000
0,0,4,9,1,35.0,1,1,1,86000
0,1,1,7,3,140.0,1,1,1,65000
0,0,1,5,2,55.0,1,1,1,97000
0,0,5,5,2,35.0,1,1,1,122000
1,0,4,5,3,50.0,1,1,1,105000
1,0,9,9,3,85.0,1,1,1,124000
0,0,2,9,2,52.0,1,1,1,79000
0,0,4,9,2,65.0,1,1,1,150000
0,1,5,5,3,80.0,1,0,1,135000
1,0,8,9,5,125.0,1,1,1,224000
0,0,1,9,2,52.0,1,1,0,70000
0,0,2,9,3,70.0,1,1,1,170000
1,1,2,5,3,65.0,1,1,1,130000
1,0,6,8,3,100.0,1,1,1,200000
1,1,4,5,3,110.0,1,1,1,219000
0,0,9,9,2,66.0,1,1,1,89000
0,0,8,9,3,80.0,1,1,1,138500
0,1,9,9,1,40.0,1,1,1,72000
1,0,5,10,4,182.0,1,1,1,460000
1,0,5,5,3,100.0,1,1,1,111000
0,0,2,2,4,95.0,1,0,1,96900
1,0,9,9,3,80.0,1,1,1,124000
0,0,2,5,3,100.0,1,1,1,575000
0,0,7,9,4,100.0,1,1,1,127000
0,1,5,5,3,60.0,1,1,1,93000
1,0,8,9,4,120.0,1,1,1,199500
1,0,5,5,2,52.0,1,1,1,86000
1,0,9,9,5,135.0,1,1,1,195000
0,0,2,9,3,90.0,1,1,1,171000
0,0,9,10,3,80.0,1,1,1,130000
0,0,9,9,3,75.0,1,1,1,110000
0,0,2,4,3,100.0,1,1,1,260000
0,0,4,9,3,85.0,1,1,1,219000
1,0,4,4,1,35.0,1,1,1,98000
1,0,4,9,3,66.0,1,1,1,160000
1,0,7,9,2,70.0,1,1,1,134900
0,0,8,9,3,88.0,1,1,1,170000
0,0,1,5,2,50.0,1,1,1,159000
0,0,2,4,3,63.0,1,1,1,208000
0,0,6,9,2,47.0,1,1,1,95000
0,0,3,9,2,50.0,1,1,1,77000
0,0,5,5,2,40.0,1,1,1,84000
1,0,3,9,3,55.0,1,1,1,110000
0,0,5,5,4,85.0,1,1,1,154000
0,0,1,6,2,47.0,1,1,1,88900
1,0,1,5,2,42.0,1,1,1,110000
0,0,2,5,2,60.0,1,1,1,142000
0,0,4,9,3,90.0,1,1,1,195000
1,0,3,5,3,81.0,1,1,1,165000
0,1,4,9,2,65.0,1,1,1,150000
0,0,6,9,2,51.0,1,1,1,118000
0,0,3,9,2,55.0,1,1,1,110000
1,0,4,5,2,58.0,1,1,1,117000
1,0,7,10,2,75.0,1,1,1,265000
0,1,4,9,3,80.0,1,1,1,138000
0,1,6,9,2,60.0,1,1,1,100000
0,0,3,5,4,115.0,1,1,1,295000
1,0,2,5,2,40.0,1,1,1,87500
1,0,8,9,2,65.0,1,1,1,87000
1,0,8,9,2,70.0,1,1,1,159000
1,1,5,5,3,80.0,1,1,1,140000
0,0,2,5,4,99.0,1,1,1,135000
1,0,4,5,2,58.0,1,1,1,115900
1,0,2,9,2,50.0,1,0,1,125000
0,0,3,5,2,50.0,1,1,1,108000
1,0,9,9,5,208.0,1,1,1,300000
1,1,3,9,1,31.0,1,1,1,77000
0,1,5,5,2,42.2,1,1,1,125000
0,1,4,9,3,85.0,1,1,1,219000
0,0,2,9,3,70.0,1,1,1,153500
0,0,5,5,2,35.0,1,1,1,83000
1,0,2,5,2,50.0,1,1,1,130000
0,0,2,5,2,41.0,1,1,1,95000
1,0,5,9,3,79.0,1,1,1,142000
0,0,4,5,2,58.0,1,1,1,114000
1,0,9,12,2,68.0,1,1,1,130000
0,0,3,3,3,80.0,1,1,0,265000
0,1,5,5,2,65.0,1,1,1,115000
0,0,3,3,3,80.0,1,1,1,279900
1,0,1,5,2,45.0,1,1,1,95000
1,0,5,9,3,85.0,1,1,1,119900
0,1,1,5,4,127.0,1,1,1,260000
1,0,8,9,2,62.0,1,1,1,134000
1,0,3,9,5,125.0,1,0,1,189000
1,0,3,6,2,65.0,1,1,1,155000
0,0,1,5,3,80.0,1,1,1,117000
0,0,1,9,3,75.0,1,1,1,145000
1,0,8,9,3,85.0,1,1,1,165000
1,0,6,9,5,130.0,1,1,1,225000
0,0,4,9,3,80.0,1,1,1,135000
1,0,2,9,3,85.0,1,1,1,160000
0,0,2,5,2,58.0,1,1,1,111500
0,0,1,5,2,58.0,1,1,1,107000
1,0,2,9,3,80.0,1,1,1,145000
0,0,9,9,2,57.0,1,1,1,85000
0,0,4,9,5,130.0,1,1,1,138000
1,0,4,5,2,55.0,1,1,1,135000
1,0,8,9,4,120.0,1,1,1,157000
0,1,1,5,3,72.8,1,1,1,103000
1,0,8,9,3,80.0,1,1,1,182000
0,0,2,9,3,85.0,1,1,1,169000
0,0,1,2,2,30.0,1,1,1,78500
0,1,1,9,3,60.0,1,1,1,105000
0,0,2,9,3,75.0,1,1,1,118000
1,0,5,9,2,60.0,1,1,1,109500
1,0,3,9,3,120.0,1,1,1,318000
0,0,2,5,2,55.0,1,1,0,88000
1,0,5,5,2,55.0,1,1,1,120000
1,0,8,9,3,80.0,1,1,1,124000
1,0,2,5,2,55.0,1,1,1,111500
1,0,2,5,2,69.0,1,1,1,165000
0,0,3,9,2,65.0,1,1,1,135000
1,0,1,5,5,120.0,1,1,1,189000
0,0,4,9,2,45.0,1,1,1,98000
1,0,9,9,2,50.0,1,1,1,130000
0,0,4,5,2,54.0,1,1,1,120000
1,0,5,9,3,80.0,1,1,1,119900
1,0,4,4,1,30.0,1,1,1,98000
1,0,2,9,3,60.0,1,1,1,104000
0,0,9,9,3,68.0,1,1,1,95000
1,0,1,2,1,26.5,1,1,1,71500
0,0,9,9,2,65.0,1,1,1,127000
1,0,5,5,2,34.0,1,1,1,95000
0,0,3,9,2,65.0,1,1,1,124900
0,0,4,5,3,100.0,1,1,1,220000
1,0,1,3,3,60.0,1,1,1,130000
0,0,2,9,3,65.0,1,1,1,121000
0,0,1,5,1,32.0,1,1,1,76500
0,0,6,9,3,66.0,1,1,1,150000
1,0,2,5,2,60.5,1,1,1,117000
1,1,3,9,4,110.0,1,1,0,186000
0,0,3,5,3,70.0,1,1,1,150000
0,0,9,9,3,80.0,1,1,1,130000
0,0,3,5,2,46.0,1,1,1,130000
1,0,4,4,1,40.0,1,1,1,99000
0,0,3,3,3,65.0,1,1,1,145000
0,0,3,3,3,80.0,1,1,1,140000
0,1,5,9,2,50.0,1,1,1,116000
1,0,6,9,3,90.0,1,1,1,144000
0,0,5,5,3,65.0,1,1,1,125000
1,0,8,9,5,122.0,1,1,1,225000
0,0,7,9,3,80.0,1,1,1,160000
0,0,3,6,2,65.0,1,1,1,155000
1,0,5,5,2,42.0,1,1,1,120000
1,0,3,5,2,40.0,1,1,1,109500
1,0,3,5,2,50.0,1,1,1,85000
1,0,3,5,2,42.0,1,1,1,114000
0,0,6,6,3,47.0,1,1,1,120000
0,0,3,5,3,90.0,1,1,1,185000
0,0,8,9,2,70.0,1,0,1,156000
0,1,6,7,2,38.0,1,0,1,55000
1,1,3,5,3,60.0,1,1,1,155000
1,1,5,5,2,105.0,1,1,1,145000
0,0,2,4,3,85.0,1,1,1,197000
1,0,3,5,2,40.0,1,1,1,78500
1,0,6,9,3,61.0,1,1,1,135000
1,0,3,9,2,50.0,1,1,1,95000
0,0,1,5,3,60.0,1,1,1,100000
1,0,4,9,3,75.0,1,1,1,136000
1,0,5,9,4,100.0,1,1,1,215000
0,1,3,5,1,35.0,1,1,1,110000
1,0,3,4,4,102.0,1,1,1,385000
0,0,8,9,3,90.0,1,1,1,147000
1,0,5,5,4,85.0,1,1,1,156000
0,0,5,9,2,70.0,1,1,1,115900
0,0,4,9,4,105.0,1,1,1,158000
1,1,3,9,5,120.0,1,1,1,189000
1,0,6,9,2,65.0,1,1,1,120000
0,0,3,5,3,55.0,1,1,0,86900
1,1,1,5,2,45.0,1,1,1,100000
1,0,3,3,2,60.0,1,1,1,140000
1,0,3,5,3,85.0,1,1,1,146000
0,0,1,2,3,100.0,1,1,1,225000
0,0,4,5,2,60.0,1,1,1,170000
1,0,2,5,2,55.0,1,1,1,122000
0,1,2,3,2,65.0,1,1,1,175000
0,0,5,5,2,55.0,1,1,1,120000
0,0,8,9,2,60.0,1,1,1,118000
0,0,8,9,1,50.0,1,1,0,64800
1,0,4,5,2,58.0,1,1,1,95500
1,0,2,5,2,60.0,1,1,1,210000
0,0,9,9,3,75.0,1,1,1,158000
1,0,2,3,4,115.0,1,1,1,165000
1,1,3,5,2,47.0,1,1,1,152000
1,0,3,9,4,110.0,1,1,0,185000
1,0,2,5,3,90.0,1,1,1,195000
1,0,5,5,2,38.0,1,1,1,90000
1,1,4,9,2,65.0,1,1,1,128000
1,0,7,9,3,80.0,1,1,1,167500
1,0,2,9,2,75.0,1,1,1,118500
1,0,2,5,2,45.0,1,1,1,122000
1,0,3,5,2,55.0,1,1,1,90000
0,0,6,9,2,60.0,1,1,1,118000
1,0,4,5,2,65.0,1,1,1,185000
1,0,2,5,2,60.0,1,1,1,121000
1,0,2,9,2,45.0,1,1,1,94000
1,0,3,9,2,66.0,1,1,1,135000
1,0,2,9,2,48.0,1,1,1,105000
1,0,8,9,2,60.0,1,1,1,130000
1,0,6,9,4,110.0,1,1,1,133000
0,0,3,5,3,57.0,1,1,1,120000
0,1,2,5,2,50.0,1,1,1,92500
1,0,5,5,1,35.0,1,1,1,122000
0,0,2,5,2,58.0,1,1,1,106000
0,0,2,5,2,55.0,1,1,1,120800
0,0,4,9,4,95.0,1,1,1,155000
1,0,2,5,3,75.0,1,1,1,159900
0,0,1,9,4,70.0,1,1,1,210000
0,0,1,9,2,65.0,1,1,1,115000
0,0,2,5,2,45.0,1,1,1,76000
0,0,8,9,4,155.0,1,1,1,880000
1,0,5,5,2,50.0,1,1,1,97000
0,0,2,5,3,80.0,1,1,1,125000
1,0,6,9,3,100.0,1,1,1,130000
1,0,9,9,2,60.0,1,1,1,129000
0,0,2,5,2,35.0,1,1,1,115000
1,0,8,9,2,50.0,1,1,1,110000
0,0,3,5,2,61.5,1,1,1,121000
0,0,2,9,2,52.0,1,1,1,117000
0,0,8,9,2,55.0,1,1,1,95000
1,0,2,5,1,44.0,1,1,1,120000
1,0,5,5,3,60.0,1,1,1,111000
0,0,4,5,2,55.0,1,1,1,176000
1,0,4,5,3,65.0,1,1,1,170000
0,0,4,9,5,90.0,1,1,1,98000
1,0,5,5,3,105.0,1,1,1,210000
1,0,2,8,3,90.0,1,1,1,172000
0,0,1,5,2,60.0,1,1,1,90000
1,0,3,9,3,80.0,1,1,0,153500
1,0,3,5,2,55.0,1,1,1,108500
1,0,6,9,2,60.0,1,1,1,122000
0,0,6,9,3,80.0,1,1,1,140000
1,0,2,4,4,150.0,1,1,1,415000
1,0,2,5,3,90.0,1,1,1,199000
0,1,2,5,2,55.0,1,1,1,121000
0,1,3,5,1,42.0,1,1,1,87000
1,0,7,9,2,65.0,1,1,1,135000
0,0,2,9,3,80.0,1,1,0,150000
1,0,5,5,2,45.0,1,1,1,112000
1,0,5,5,2,50.0,1,1,1,109000
0,0,6,9,3,75.0,1,1,1,138000
0,0,2,9,2,60.0,1,1,1,102000
1,0,5,9,3,75.0,1,1,1,120000
0,0,3,5,2,35.0,1,1,1,80000
1,0,4,5,2,42.0,1,1,1,81900
1,0,2,9,3,79.0,1,1,1,137000
1,0,7,10,3,96.0,1,0,1,220000
1,0,5,5,2,52.0,1,1,1,129000
1,0,5,5,3,65.0,1,1,1,154000
0,0,5,5,4,100.0,1,1,1,139000
1,0,3,5,2,55.0,1,1,1,127999
0,0,5,9,2,65.0,1,1,1,123000
1,0,5,5,2,60.0,1,1,1,180000
1,0,3,9,2,70.0,1,1,1,134499
0,0,2,5,2,40.0,1,1,1,105000
1,0,6,7,2,60.0,1,1,1,170000
1,0,5,9,2,55.0,1,1,1,123000
1,0,5,5,2,55.0,1,1,1,116000
1,0,5,9,3,55.0,1,1,1,132500
0,0,9,9,3,90.0,1,1,1,124000
1,0,3,5,2,58.0,1,1,1,92900
1,0,1,9,2,70.0,1,1,1,123499
0,0,7,9,5,100.0,1,1,1,160000
0,0,2,3,4,60.0,1,1,1,140000
1,0,5,5,3,80.0,1,1,1,185000
1,0,2,5,3,70.0,1,1,1,188000
1,0,5,9,3,70.0,1,1,1,120000
0,0,2,5,4,100.0,1,1,1,135000
0,0,3,9,5,135.0,1,1,1,280000
1,0,1,5,2,55.0,1,1,1,100000
0,0,4,5,2,50.0,1,1,1,122000
0,0,4,4,3,55.0,1,1,1,162000
0,0,6,9,3,65.0,1,1,0,150000
0,0,2,9,3,60.0,1,1,1,135000
0,0,3,5,2,40.0,1,1,1,78800
0,0,1,5,2,55.0,1,1,1,105000
0,0,3,3,2,50.0,1,1,1,155000
0,0,4,9,2,65.0,1,1,1,99500
1,0,4,5,2,52.0,1,1,1,149000
1,1,2,2,3,70.0,1,1,0,370000
1,0,5,5,3,45.0,1,1,1,111500
1,0,5,5,2,60.0,1,1,1,300000
0,1,13,16,3,70.0,1,1,1,162000
0,0,3,5,3,55.0,1,1,1,126000
1,0,3,5,2,40.0,1,1,1,99000
1,0,5,9,2,50.0,1,1,1,124000
0,1,9,9,4,100.0,1,1,0,139000
1,0,2,5,3,137.0,1,1,1,200000
0,1,3,5,2,44.0,1,1,1,122000
0,0,3,5,2,32.0,1,1,1,80000
0,0,1,3,2,50.0,1,1,1,130000
1,0,2,9,4,80.0,1,1,1,158000
1,0,5,9,3,120.0,1,1,1,120000
0,0,9,9,3,80.0,1,1,1,118000
1,0,3,5,2,60.0,1,1,1,153000
1,0,5,5,4,82.0,1,1,1,156000
0,0,1,3,3,70.0,1,1,1,88000
1,0,9,9,3,61.0,1,1,1,110000
1,0,4,5,3,48.0,1,1,1,105000
0,0,4,4,5,130.0,1,1,1,520000
0,0,3,5,3,78.0,1,1,1,151000
0,0,1,5,4,100.0,1,1,1,164000
1,0,1,5,2,55.0,1,1,1,105000
1,0,6,9,3,65.0,1,1,1,140000
0,0,1,5,2,60.0,1,1,1,130000
0,0,5,5,3,90.0,1,1,1,145000
1,0,1,4,3,170.0,1,1,1,350000
1,0,7,9,3,110.0,1,1,1,189900
0,0,4,9,4,95.0,1,1,1,195000
0,0,5,5,3,80.0,1,1,1,145000
1,0,7,9,4,120.0,1,1,1,165000
0,0,1,9,2,65.0,1,1,1,114000
1,1,3,5,2,40.0,1,1,1,78000
0,0,3,9,2,62.0,1,1,1,100000
1,0,5,5,3,70.0,1,1,1,139000
1,0,9,9,1,40.0,1,1,1,85000
1,0,2,3,3,100.0,1,1,1,320000
1,0,1,9,2,60.0,1,1,1,97000
